chr	start	end	breaks	predicted
1	3500000	3549999	4.28834	4.28926493019197
1	3550000	3599999	3.92631	3.95870082234432
1	3600000	3649999	6.14966	5.58469804101222
1	3650000	3699999	3.8925	4.26862615972222
1	3700000	3749999	3.9185	3.99207677319588
1	3750000	3799999	3.50406	3.5084286969697
1	3800000	3849999	3.37901	3.39545142513369
1	3850000	3899999	0	0.00742397724037813
1	3900000	3949999	0	0.0370317145043759
1	3950000	3999999	0.223438	0.194932753806995
1	4e+06	4049999	2.80943	2.58891952104377
1	4050000	4099999	2.54219	2.35585269618056
1	4100000	4149999	2.56874	2.37853026581197
1	4150000	4199999	2.44726	2.40026693034826
1	4200000	4249999	2.57051	2.24623449817851
1	4250000	4299999	2.23108	2.12334081560284
1	4300000	4349999	2.09479	2.05746171879433
1	4350000	4399999	2.6168	2.48037406327986
1	4400000	4449999	2.6692	2.41841323443223
1	4450000	4499999	2.39858	2.3168016873823
1	4500000	4549999	2.50396	2.40612653819444
1	4550000	4599999	2.45982	2.41136114540816
1	4600000	4649999	2.3891	2.28300801523298
1	4650000	4699999	2.81185	2.69999631124498
1	4700000	4749999	4.13527	3.91158468465909
1	4750000	4799999	3.99882	3.53687642741935
1	4800000	4849999	3.50157	3.31733908940972
1	4850000	4899999	3.08875	2.95852960869565
1	4900000	4949999	2.22345	2.1809051561082
1	4950000	4999999	2.52933	2.30106084463277
1	5e+06	5049999	2.34002	2.43411524901961
1	5050000	5099999	2.02617	2.20222102695811
1	5100000	5149999	1.93593	1.90401071891192
1	5150000	5199999	2.06899	2.09202302701465
1	5200000	5249999	2.21357	2.23988020833333
1	5250000	5299999	2.11561	2.11900741436464
1	5300000	5349999	2.44829	2.45892595810056
1	5350000	5399999	2.23827	2.37255598526703
1	5400000	5449999	2.50618	2.53327946858639
1	5450000	5499999	2.88604	3.11996351809524
1	5500000	5549999	2.63339	2.64691571568627
1	5550000	5599999	2.97065	3.06509116081871
1	5600000	5649999	2.23822	2.29857582429719
1	5650000	5699999	2.5603	2.58392453911565
1	5700000	5749999	5.29415	4.8704328954955
1	5750000	5799999	3.28323	3.26454341797557
1	5800000	5849999	3.06614	2.9840437
1	5850000	5899999	2.71905	2.64010251
1	5900000	5949999	3.30522	3.58329192440801
1	5950000	5999999	3.36715	3.60789680540037
1	6e+06	6049999	3.40888	3.44996678296703
1	6050000	6099999	4.43484	4.54769758602151
1	6100000	6149999	3.90801	4.02410533032128
1	6150000	6199999	3.90039	3.47688891800356
1	6200000	6249999	4.5416	4.7161869872549
1	6250000	6299999	4.39408	4.36586885063752
1	6300000	6349999	4.99373	4.92156829710145
1	6350000	6399999	3.97262	4.29742235426731
1	6400000	6449999	5.40944	4.83014280860806
1	6450000	6499999	5.58638	5.09937404356061
1	6500000	6549999	5.37854	5.40619301111111
1	6550000	6599999	4.69113	4.71519116420361
1	6600000	6649999	4.29702	4.79145942909761
1	6650000	6699999	4.96264	5.151154875
1	6700000	6749999	2.87997	3.01965673333333
1	6750000	6799999	3.20371	3.56296575490196
1	6800000	6849999	3.81763	3.80704082594417
1	6850000	6899999	2.79747	2.98166102693603
1	6900000	6949999	2.99714	3.08319832899306
1	6950000	6999999	3.30152	3.49653945488029
1	7e+06	7049999	3.16649	3.41961318226121
1	7050000	7099999	2.95034	3.21573313047138
1	7100000	7149999	2.96448	3.37890335273369
1	7150000	7199999	3.24667	3.98051945599251
1	7200000	7249999	2.77998	2.96543106175973
1	7250000	7299999	2.92775	3.16111489344262
1	7300000	7349999	3.29983	3.39870364756944
1	7350000	7399999	3.20766	3.4751327574171
1	7400000	7449999	3.51745	3.62582300614035
1	7450000	7499999	3.56661	3.3133010862069
1	7500000	7549999	4.47471	4.30426100891266
1	7550000	7599999	3.75309	3.66852589181287
1	7600000	7649999	4.28351	4.07223279343972
1	7650000	7699999	3.17851	3.08748897037037
1	7700000	7749999	4.16662	4.01573125977654
1	7750000	7799999	3.29673	3.34474973823529
1	7800000	7849999	3.41158	3.76117856403013
1	7850000	7899999	2.81084	2.67009420857143
1	7900000	7949999	2.87016	2.98255942393162
1	7950000	7999999	2.96021	2.98810666755319
1	8e+06	8049999	3.98114	3.85499715463918
1	8050000	8099999	4.92124	4.24406781907308
1	8100000	8149999	4.20404	3.71982516151203
1	8150000	8199999	3.80291	3.64736362943262
1	8200000	8249999	3.94332	3.62472384414415
1	8250000	8299999	4.62732	4.02508056425703
1	8300000	8349999	3.1593	3.15003942407407
1	8350000	8399999	3.32623	3.31235833663366
1	8400000	8449999	4.07609	4.09137927374302
1	8450000	8499999	3.4797	3.62685057967033
1	8500000	8549999	3.41374	3.1949276027027
1	8550000	8599999	3.13793	3.22241330253623
1	8600000	8649999	3.12238	2.87753360714286
1	8650000	8699999	2.80561	2.98863323513514
1	8700000	8749999	3.19717	3.29933174570447
1	8750000	8799999	3.30434	3.17509240968801
1	8800000	8849999	3.00315	2.8369329020202
1	8850000	8899999	3.42637	3.5397839699187
1	8900000	8949999	4.54831	4.44530929868914
1	8950000	8999999	4.18586	3.51263902845528
1	9e+06	9049999	3.76893	3.59932946846847
1	9050000	9099999	3.51896	3.08022802857143
1	9100000	9149999	3.62962	3.65940788268156
1	9150000	9199999	4.25026	4.10490850520833
1	9200000	9249999	4.05614	4.22848985842294
1	9250000	9299999	4.14249	4.13630662348877
1	9300000	9349999	4.28592	4.53213640380952
1	9350000	9399999	4.79758	4.74725228056951
1	9400000	9449999	4.09125	4.29665484684685
1	9450000	9499999	3.98635	4.18992951515152
1	9500000	9549999	4.26267	4.06385119343696
1	9550000	9599999	3.67192	3.36048909424603
1	9600000	9649999	3.43809	3.56984855135135
1	9650000	9699999	4.24381	4.06329380285714
1	9700000	9749999	4.12836	3.71941463552189
1	9750000	9799999	4.39878	4.40397867877095
1	9800000	9849999	4.19281	3.81002896560847
1	9850000	9899999	4.85025	4.59930686372007
1	9900000	9949999	5.09181	4.82979177337399
1	9950000	9999999	4.48498	4.07924501986183
1	1e+07	10049999	3.43499	3.21655955092593
1	10050000	10099999	3.79518	3.44597584491979
1	10100000	10149999	4.02322	3.88050276682692
1	10150000	10199999	2.99902	2.95247823402418
1	10200000	10249999	2.95874	2.94263276440329
1	10250000	10299999	3.45082	3.30214966400709
1	10300000	10349999	2.9079	2.89947702946593
1	10350000	10399999	2.78049	2.69185445535714
1	10400000	10449999	3.18187	3.14178503619048
1	10450000	10499999	3.86292	3.66868028277154
1	10500000	10549999	4.0633	3.80892520337302
1	10550000	10599999	4.01185	4.27608779078014
1	10600000	10649999	2.93728	2.8665151335175
1	10650000	10699999	4.22123	4.4449901287037
1	10700000	10749999	4.86747	4.48959470740741
1	10750000	10799999	4.40689	4.69437851945855
1	10800000	10849999	4.24986	4.76100351675042
1	10850000	10899999	4.85937	4.72564080602637
1	10900000	10949999	3.81074	3.33477824954955
1	10950000	10999999	4.886	4.61029074654832
1	1.1e+07	11049999	4.01453	3.94144772797927
1	11050000	11099999	3.41054	3.59428659965636
1	11100000	11149999	3.75659	3.7613181124031
1	11150000	11199999	3.26385	3.27228042808799
1	11200000	11249999	3.23805	3.30763393333333
1	11250000	11299999	2.62038	2.89080363580247
1	11300000	11349999	3.51234	3.5637256423221
1	11350000	11399999	3.88342	3.82765418894831
1	11400000	11449999	3.36625	3.42180206282722
1	11450000	11499999	2.94838	2.8694924475
1	11500000	11549999	3.41575	3.59588471027132
1	11550000	11599999	3.01347	2.78566732872928
1	11600000	11649999	3.30822	3.29684079417122
1	11650000	11699999	3.15456	3.20232063513513
1	11700000	11749999	4.37965	4.39751768678161
1	11750000	11799999	4.53665	4.38396761775362
1	11800000	11849999	4.11845	3.83222845873786
1	11850000	11899999	4.12828	4.14172202631579
1	11900000	11949999	3.49216	3.45548617624521
1	11950000	11999999	4.48109	4.33197223988439
1	1.2e+07	12049999	4.10174	4.17624504076087
1	12050000	12099999	3.9043	3.87534432745098
1	12100000	12149999	3.54027	3.5145812445055
1	12150000	12199999	3.59384	3.4093786991453
1	12200000	12249999	4.0781	3.8752047393617
1	12250000	12299999	3.84894	3.74150662807882
1	12300000	12349999	2.81585	2.90761303639847
1	12350000	12399999	2.68471	2.739056582397
1	12400000	12449999	2.88801	2.91386670349908
1	12450000	12499999	2.99501	2.99936632402235
1	12500000	12549999	3.42243	3.51211679810997
1	12550000	12599999	3.12125	3.06404718131868
1	12600000	12649999	3.80484	3.74611095555555
1	12650000	12699999	4.40416	4.51376078245614
1	12700000	12749999	2.63767	2.71068758381503
1	12750000	12799999	2.49159	2.53538723294347
1	12800000	12849999	2.53463	2.37919596229508
1	12850000	12899999	2.34011	2.31585272677596
1	12900000	12949999	2.27752	1.99343352467772
1	12950000	12999999	0.934136	0.809856488608844
1	1.3e+07	13049999	0.283716	0.677267046896907
1	13050000	13099999	0.0872815	0.0316767836497114
1	13100000	13149999	0.403568	0.20044370141092
1	13150000	13199999	1.17423	1.41152509361111
1	13200000	13249999	0.49844	0.483127955954802
1	13250000	13299999	0	0.0352307584341647
1	13300000	13349999	0.0622012	0.113818773427373
1	13350000	13399999	0.269195	0.44684486086413
1	13400000	13449999	0.0420809	0.162520048326438
1	13450000	13499999	0.120252	0.23154434082975
1	13500000	13549999	0.0969518	0.201821565661043
1	13550000	13599999	0.0205104	0.0539030894095518
1	13600000	13649999	0.0239505	0.0910393606129318
1	13650000	13699999	0.0569511	0.353570063809783
1	13700000	13749999	0.273095	0.288175819792829
1	13750000	13799999	1.21902	1.53743113057041
1	13800000	13849999	2.6844	2.54167057886179
1	13850000	13899999	2.67997	2.69327518262411
1	13900000	13949999	3.86679	4.24928451666667
1	13950000	13999999	3.08186	3.16510834663121
1	1.4e+07	14049999	3.1001	3.29343163428571
1	14050000	14099999	3.39618	3.7560997459893
1	14100000	14149999	3.82408	4.05053022754491
1	14150000	14199999	2.62031	2.53339503518519
1	14200000	14249999	2.62043	2.64333707326892
1	14250000	14299999	2.67657	2.74962476138433
1	14300000	14349999	2.56199	2.32530442622951
1	14350000	14399999	2.81446	2.87674990924092
1	14400000	14449999	2.83925	2.85091501024209
1	14450000	14499999	3.13474	3.23738593445693
1	14500000	14549999	2.8262	2.74796559809524
1	14550000	14599999	2.53685	2.650572985
1	14600000	14649999	2.85188	2.79561206974638
1	14650000	14699999	3.0831	2.7313034122807
1	14700000	14749999	2.50101	2.62926165532286
1	14750000	14799999	3.10949	3.12054660828625
1	14800000	14849999	3.49546	3.89700674670391
1	14850000	14899999	2.8903	3.00489387569061
1	14900000	14949999	3.00499	3.02401813227513
1	14950000	14999999	2.95321	3.03619040960452
1	1.5e+07	15049999	3.10179	2.8022746712204
1	15050000	15099999	3.78878	4.19816072352941
1	15100000	15149999	3.60276	3.34480946551724
1	15150000	15199999	3.13131	3.04037745114943
1	15200000	15249999	4.07031	4.15364584380454
1	15250000	15299999	4.35816	4.27510874767225
1	15300000	15349999	3.71005	3.72474916164659
1	15350000	15399999	3.70683	3.59035327683616
1	15400000	15449999	3.58624	3.58336986126126
1	15450000	15499999	4.39136	4.41412111942959
1	15500000	15549999	4.00243	3.82126102536232
1	15550000	15599999	3.26373	3.15699296986817
1	15600000	15649999	3.62594	3.60328847222222
1	15650000	15699999	4.28276	4.16972331481481
1	15700000	15749999	4.16189	4.29736532556131
1	15750000	15799999	4.22736	3.87349668262411
1	15800000	15849999	3.37484	3.23147909965636
1	15850000	15899999	3.61083	3.34657723958333
1	15900000	15949999	4.04421	3.82838499659864
1	15950000	15999999	2.88617	2.80624488118022
1	1.6e+07	16049999	4.14384	3.90608916120219
1	16050000	16099999	4.91464	4.72820642982456
1	16100000	16149999	4.93205	4.24890844767442
1	16150000	16199999	4.3039	4.02624490952381
1	16200000	16249999	3.37462	3.25718349234694
1	16250000	16299999	4.38021	4.79879095530726
1	16300000	16349999	4.44597	4.0829132282197
1	16350000	16399999	4.60928	4.35533011904762
1	16400000	16449999	4.77721	4.53015798028674
1	16450000	16499999	5.92014	5.62045089488637
1	16500000	16549999	5.95547	5.32898286056106
1	16550000	16599999	4.00348	3.79557020421245
1	16600000	16649999	3.5164	3.12877884131737
1	16650000	16699999	4.00214	3.59531165209472
1	16700000	16749999	4.06293	3.81113845806331
1	16750000	16799999	3.3377	3.31878643423423
1	16800000	16849999	4.90834	4.07115007397004
1	16850000	16899999	6.45974	3.90041880407801
1	16900000	16949999	10.1346	6.13872966079665
1	16950000	16999999	7.60637	5.72756282228361
1	1.7e+07	17049999	7.37268	4.48407356959707
1	17050000	17099999	4.41334	5.2579229510989
1	17100000	17149999	1.95543	2.33723419300195
1	17150000	17199999	1.90944	2.33277409846442
1	17200000	17249999	7.06655	5.89546702777778
1	17250000	17299999	6.46396	5.28385851531532
1	17300000	17349999	4.77689	4.71074764774775
1	17350000	17399999	3.47355	3.35579949029982
1	17400000	17449999	4.02248	3.84622672482639
1	17450000	17499999	3.75027	3.44895662569832
1	17500000	17549999	4.91791	4.65471379946524
1	17550000	17599999	5.27424	4.84831069809524
1	17600000	17649999	4.52291	4.17353372040073
1	17650000	17699999	4.27658	3.95181514312618
1	17700000	17749999	3.97949	3.67629625765306
1	17750000	17799999	4.45562	4.06913223402418
1	17800000	17849999	4.4109	3.644958865
1	17850000	17899999	4.28801	4.09898394
1	17900000	17949999	4.26495	4.17823945877193
1	17950000	17999999	4.27749	4.20585678637201
1	1.8e+07	18049999	3.30985	3.6727669825
1	18050000	18099999	2.90624	2.83641504230118
1	18100000	18149999	2.63212	2.60022295609319
1	18150000	18199999	3.32773	3.35997190917108
1	18200000	18249999	3.28382	3.40004161904762
1	18250000	18299999	2.56207	2.83315428956229
1	18300000	18349999	2.51924	2.64825971477663
1	18350000	18399999	2.54028	2.58955307635468
1	18400000	18449999	2.93797	3.22875839855072
1	18450000	18499999	2.83042	2.92220013603604
1	18500000	18549999	2.70674	3.01254431770833
1	18550000	18599999	2.4769	2.64008443464052
1	18600000	18649999	2.57304	2.62841443589744
1	18650000	18699999	2.42992	2.52371666336634
1	18700000	18749999	2.45811	2.55251949707602
1	18750000	18799999	2.37817	2.3299545537037
1	18800000	18849999	2.38056	2.40067386964618
1	18850000	18899999	2.91441	3.03280056510417
1	18900000	18949999	3.37655	3.3094469840871
1	18950000	18999999	3.79177	4.17695955412371
1	1.9e+07	19049999	3.37238	3.56248394645941
1	19050000	19099999	3.02868	2.98712856270627
1	19100000	19149999	3.39383	3.5102566848816
1	19150000	19199999	3.36115	3.31493659380692
1	19200000	19249999	5.0421	5.3150415712963
1	19250000	19299999	5.91735	5.80924672758037
1	19300000	19349999	3.78742	3.65876780916667
1	19350000	19399999	4.76313	4.65782839119171
1	19400000	19449999	3.98983	4.35606984179357
1	19450000	19499999	2.7779	2.8447340018315
1	19500000	19549999	3.12287	3.12483619398907
1	19550000	19599999	3.58575	3.62878974777184
1	19600000	19649999	3.6376	3.79711467690875
1	19650000	19699999	4.77968	4.60754387988827
1	19700000	19749999	3.50432	3.74027996391753
1	19750000	19799999	4.18174	4.12844514496528
1	19800000	19849999	3.53611	3.5108640105364
1	19850000	19899999	2.91318	2.38096814631579
1	19900000	19949999	3.37409	3.39630227140255
1	19950000	19999999	4.55085	4.61509963888889
1	2e+07	20049999	3.58426	3.24887297982456
1	20050000	20099999	3.88335	3.60128451779026
1	20100000	20149999	3.33386	3.30773201871658
1	20150000	20199999	2.85661	2.85011111853832
1	20200000	20249999	3.69583	3.72180210645724
1	20250000	20299999	3.04566	3.00846926306306
1	20300000	20349999	2.67612	2.2761684283054
1	20350000	20399999	2.72732	2.80406037164751
1	20400000	20449999	3.39256	3.4033519009009
1	20450000	20499999	3.88379	4.08811926388889
1	20500000	20549999	3.39583	3.78753645210728
1	20550000	20599999	2.95235	2.95550140031898
1	20600000	20649999	3.3157	3.50916363240741
1	20650000	20699999	3.48351	4.07824050502008
1	20700000	20749999	3.55086	3.81619867765568
1	20750000	20799999	3.52131	3.54919181182796
1	20800000	20849999	4.46039	5.19973808429119
1	20850000	20899999	3.26537	3.14159945941278
1	20900000	20949999	4.22043	4.01396855295139
1	20950000	20999999	3.87408	4.01776680138169
1	2.1e+07	21049999	3.94944	3.93818110055866
1	21050000	21099999	4.03416	4.39679483705773
1	21100000	21149999	3.1221	3.16698484205934
1	21150000	21199999	2.64195	2.61343063844797
1	21200000	21249999	2.79777	2.69173413095238
1	21250000	21299999	2.71632	2.51926643402778
1	21300000	21349999	2.79183	2.85798708032129
1	21350000	21399999	2.64808	2.71396925358423
1	21400000	21449999	2.98698	2.70572029885057
1	21450000	21499999	3.11001	3.04637564907407
1	21500000	21549999	3.9239	3.6429663489011
1	21550000	21599999	4.308	4.07525076470588
1	21600000	21649999	4.29823	4.27462263409962
1	21650000	21699999	4.50307	4.37471302636054
1	21700000	21749999	2.81109	2.93374463853565
1	21750000	21799999	3.43013	3.5978770609319
1	21800000	21849999	3.1062	3.18189369365079
1	21850000	21899999	3.68568	3.49446903550296
1	21900000	21949999	4.83063	4.60542287853107
1	21950000	21999999	4.59872	4.37839730615942
1	2.2e+07	22049999	2.92492	2.77537000268817
1	22050000	22099999	3.01227	2.92960180092593
1	22100000	22149999	4.30098	3.59485800495049
1	22150000	22199999	4.43269	3.96059373275862
1	22200000	22249999	4.30551	4.13382951381215
1	22250000	22299999	5.16601	4.65928101296296
1	22300000	22349999	3.39342	3.51410934433164
1	22350000	22399999	4.4327	4.02512401619048
1	22400000	22449999	3.61409	3.54305083914729
1	22450000	22499999	4.62474	4.57953494674556
1	22500000	22549999	3.34546	3.39269271666667
1	22550000	22599999	3.99927	3.96201623577236
1	22600000	22649999	3.32724	3.46229405128205
1	22650000	22699999	3.22487	3.07816157464213
1	22700000	22749999	3.58142	3.68274422937294
1	22750000	22799999	3.01607	2.82126788058419
1	22800000	22849999	2.80171	2.91376929395604
1	22850000	22899999	3.8635	3.92512632315892
1	22900000	22949999	3.60177	3.2748560755814
1	22950000	22999999	3.51232	3.54990621563088
1	2.3e+07	23049999	3.56039	3.54861720035461
1	23050000	23099999	3.99397	3.98936702749141
1	23100000	23149999	4.16194	4.10619797113594
1	23150000	23199999	4.50913	4.35978212923351
1	23200000	23249999	3.7835	3.59182561960784
1	23250000	23299999	3.17338	3.02611564285714
1	23300000	23349999	3.97856	3.57070023689139
1	23350000	23399999	2.70865	2.75353756684028
1	23400000	23449999	3.72562	3.77807585495495
1	23450000	23499999	3.98155	3.74427368435754
1	23500000	23549999	4.75077	4.09348080898876
1	23550000	23599999	3.26135	3.15304396286232
1	23600000	23649999	2.79732	2.84419620478723
1	23650000	23699999	4.1535	3.92713861738351
1	23700000	23749999	4.50391	4.11294478218695
1	23750000	23799999	4.3511	4.07405355973025
1	23800000	23849999	3.8611	3.75189282022472
1	23850000	23899999	4.92373	4.51629418435754
1	23900000	23949999	4.57598	4.10151036531987
1	23950000	23999999	3.71377	3.57671677927928
1	2.4e+07	24049999	3.49497	3.64088684871795
1	24050000	24099999	3.41498	3.48934770549242
1	24100000	24149999	4.41202	4.79514751069519
1	24150000	24199999	3.34896	3.43756912992832
1	24200000	24249999	3.32801	3.09545298245614
1	24250000	24299999	3.55548	3.46203834728261
1	24300000	24349999	3.54789	3.46065243659218
1	24350000	24399999	3.52095	3.40479033423423
1	24400000	24449999	4.65436	4.51217281776557
1	24450000	24499999	3.99869	3.65461418597727
1	24500000	24549999	4.65341	4.30085283333333
1	24550000	24599999	3.55714	3.28961129690346
1	24600000	24649999	5.80681	5.22591133918129
1	24650000	24699999	4.26187	4.17437310309279
1	24700000	24749999	5.01029	4.91503589279279
1	24750000	24799999	2.98981	2.99387576464646
1	24800000	24849999	3.15462	3.29014038383838
1	24850000	24899999	3.59884	3.45360726329787
1	24900000	24949999	3.36708	3.03956377836879
1	24950000	24999999	3.52237	3.36502802813853
1	2.5e+07	25049999	4.38093	3.89200581382979
1	25050000	25099999	4.0198	3.64646829961464
1	25100000	25149999	2.89727	2.76156327540107
1	25150000	25199999	3.18693	3.22755195225694
1	25200000	25249999	3.556	3.59748776836158
1	25250000	25299999	4.33597	4.74551385726496
1	25300000	25349999	3.7213	3.62551275620567
1	25350000	25399999	3.82172	3.97333232783883
1	25400000	25449999	3.30456	3.40536317336683
1	25450000	25499999	3.06959	2.98567428083333
1	25500000	25549999	3.39959	3.47280691891892
1	25550000	25599999	3.63195	4.16599865652174
1	25600000	25649999	1.40077	2.10884379824561
1	25650000	25699999	2.69283	3.59063916499163
1	25700000	25749999	2.5831	2.82391263786008
1	25750000	25799999	3.24564	3.21790880925926
1	25800000	25849999	3.33038	3.44414699903661
1	25850000	25899999	5.18297	5.08136960843374
1	25900000	25949999	3.59718	3.45080277904762
1	25950000	25999999	3.05303	2.90593976815642
1	2.6e+07	26049999	3.80673	3.70687622904484
1	26050000	26099999	4.15494	4.09804074621212
1	26100000	26149999	4.44334	4.59678046632997
1	26150000	26199999	3.58522	3.63705644858156
1	26200000	26249999	4.69456	4.52483904867987
1	26250000	26299999	3.24127	3.10443634061931
1	26300000	26349999	3.64578	3.63384202626812
1	26350000	26399999	3.98435	3.8614062962963
1	26400000	26449999	3.88149	3.78316137647059
1	26450000	26499999	4.09304	4.07660304594595
1	26500000	26549999	4.02097	3.95865485164835
1	26550000	26599999	3.58704	3.3609984352381
1	26600000	26649999	5.31881	5.19217672340426
1	26650000	26699999	5.60485	4.93489770964912
1	26700000	26749999	3.89291	3.66043355769231
1	26750000	26799999	3.73738	3.73629865746421
1	26800000	26849999	3.44605	3.50070583981481
1	26850000	26899999	4.89183	4.73798872517731
1	26900000	26949999	3.66664	3.43459807127883
1	26950000	26999999	2.97831	2.59522557936508
1	2.7e+07	27049999	4.15376	4.33533021619048
1	27050000	27099999	3.92661	3.93003365681004
1	27100000	27149999	3.79678	3.86413077807487
1	27150000	27199999	6.23189	5.6201658036036
1	27200000	27249999	4.11664	4.28780493489583
1	27250000	27299999	3.84511	3.60559654158076
1	27300000	27349999	5.41418	5.41015161229946
1	27350000	27399999	4.11615	4.04201384898711
1	27400000	27449999	4.79964	4.4380621420765
1	27450000	27499999	4.43505	4.45899972571429
1	27500000	27549999	3.13946	2.82119125544389
1	27550000	27599999	3.4543	3.01726844871795
1	27600000	27649999	4.11729	4.15304728522337
1	27650000	27699999	5.59858	5.13759907837302
1	27700000	27749999	4.62366	4.51383437737478
1	27750000	27799999	3.24397	3.18797581387479
1	27800000	27849999	4.64175	4.58387839050388
1	27850000	27899999	5.789	5.64367735359116
1	27900000	27949999	4.87617	5.06821008469945
1	27950000	27999999	4.62209	4.56357762894737
1	2.8e+07	28049999	3.04147	2.70874118257956
1	28050000	28099999	3.60582	3.26508677717391
1	28100000	28149999	2.93571	2.98528186077236
1	28150000	28199999	3.65788	3.82336287117117
1	28200000	28249999	3.41181	3.24974277309237
1	28250000	28299999	3.90406	3.69980198138298
1	28300000	28349999	2.69872	2.6703006018018
1	28350000	28399999	2.79985	2.83076555756014
1	28400000	28449999	3.44705	3.41392598333333
1	28450000	28499999	4.0327	3.52061604253472
1	28500000	28549999	3.68892	3.53541496467391
1	28550000	28599999	4.63125	4.5007482390873
1	28600000	28649999	3.38171	3.0159370485348
1	28650000	28699999	4.27374	3.67488885405872
1	28700000	28749999	3.5069	3.09513476721015
1	28750000	28799999	3.4935	3.28246991323024
1	28800000	28849999	4.04823	3.69539302268245
1	28850000	28899999	3.66326	3.27420922802198
1	28900000	28949999	4.02889	3.82841264311594
1	28950000	28999999	4.03399	3.84140017017544
1	2.9e+07	29049999	3.05208	2.76900095340502
1	29050000	29099999	3.34792	3.52363381399632
1	29100000	29149999	3.54442	3.52030989044944
1	29150000	29199999	3.58634	3.29848137952898
1	29200000	29249999	4.28425	4.19409908467023
1	29250000	29299999	3.04406	2.82204608645276
1	29300000	29349999	2.69336	2.68218785154827
1	29350000	29399999	2.69967	2.59102025246548
1	29400000	29449999	3.03064	3.07715656923077
1	29450000	29499999	3.49457	3.4191081689022
1	29500000	29549999	3.99373	3.93239798452302
1	29550000	29599999	4.39646	4.49002247428571
1	29600000	29649999	3.89263	3.70543849621212
1	29650000	29699999	3.52517	3.39397473044218
1	29700000	29749999	3.23636	3.16637012068965
1	29750000	29799999	3.20269	3.1828070942029
1	29800000	29849999	3.21377	3.14104365765766
1	29850000	29899999	1.77443	1.95503938969172
1	29900000	29949999	0	0.00822519965133051
1	29950000	29999999	0	0.0356180650568061
1	3e+07	30049999	1.97506	2.08879860510018
1	30050000	30099999	3.4006	3.70941196385542
1	30100000	30149999	3.47133	3.64294418727599
1	30150000	30199999	3.99697	4.15680498254799
1	30200000	30249999	3.01347	3.05164796910569
1	30250000	30299999	3.19794	3.3456838040201
