chr	start	end	id	any	interchr	intrachr	translocation
chr1	12300000	12349999	247	0	0	0	0
chr1	12350000	12399999	248	0	0	0	0
chr1	12400000	12449999	249	0	0	0	0
chr1	12450000	12499999	250	0	0	0	0
chr1	12500000	12549999	251	0	0	0	0
chr1	12550000	12599999	252	0	0	0	0
chr1	12600000	12649999	253	0	0	0	0
chr1	12650000	12699999	254	0	0	0	0
chr1	12700000	12749999	255	1	1	0	0
chr1	12750000	12799999	256	0	0	0	0
chr1	12800000	12849999	257	0	0	0	0
chr1	12850000	12899999	258	0	0	0	0
chr1	12900000	12949999	259	0	0	0	0
chr1	12950000	12999999	260	0	0	0	0
chr1	13000000	13049999	261	0	0	0	0
chr1	13050000	13099999	262	0	0	0	0
chr1	13100000	13149999	263	0	0	0	0
chr1	13150000	13199999	264	0	0	0	0
chr1	13200000	13249999	265	0	0	0	0
chr1	13250000	13299999	266	0	0	0	0
chr1	13300000	13349999	267	0	0	0	0
chr1	13350000	13399999	268	0	0	0	0
chr1	13400000	13449999	269	0	0	0	0
chr1	13450000	13499999	270	0	0	0	0
chr1	13500000	13549999	271	0	0	0	0
chr1	13550000	13599999	272	0	0	0	0
chr1	13600000	13649999	273	0	0	0	0
chr1	13650000	13699999	274	0	0	0	0
chr1	13700000	13749999	275	0	0	0	0
chr1	13750000	13799999	276	0	0	0	0
chr1	13800000	13849999	277	0	0	0	0
chr1	13850000	13899999	278	0	0	0	0
chr1	13900000	13949999	279	0	0	0	0
chr1	13950000	13999999	280	0	0	0	0
chr1	14000000	14049999	281	0	0	0	0
chr1	14050000	14099999	282	0	0	0	0
chr1	14100000	14149999	283	0	0	0	0
chr1	14150000	14199999	284	0	0	0	0
chr1	14200000	14249999	285	0	0	0	0
chr1	14250000	14299999	286	0	0	0	0
chr1	14300000	14349999	287	1	1	0	0
chr1	14350000	14399999	288	0	0	0	0
chr1	14400000	14449999	289	0	0	0	0
chr1	14450000	14499999	290	0	0	0	0
chr1	14500000	14549999	291	0	0	0	0
chr1	14550000	14599999	292	0	0	0	0
chr1	14600000	14649999	293	0	0	0	0
chr1	14650000	14699999	294	0	0	0	0
chr1	14700000	14749999	295	0	0	0	0
chr1	14750000	14799999	296	0	0	0	0
chr1	14800000	14849999	297	0	0	0	0
chr1	14850000	14899999	298	0	0	0	0
chr1	14900000	14949999	299	0	0	0	0
chr1	14950000	14999999	300	0	0	0	0
chr1	15000000	15049999	301	0	0	0	0
chr1	15050000	15099999	302	0	0	0	0
chr1	15100000	15149999	303	0	0	0	0
chr1	15150000	15199999	304	0	0	0	0
chr1	15200000	15249999	305	0	0	0	0
chr1	15250000	15299999	306	0	0	0	0
chr1	15300000	15349999	307	0	0	0	0
chr1	15350000	15399999	308	0	0	0	0
chr1	15400000	15449999	309	0	0	0	0
chr1	15450000	15499999	310	0	0	0	0
chr1	15500000	15549999	311	0	0	0	0
chr1	15550000	15599999	312	0	0	0	0
chr1	15600000	15649999	313	0	0	0	0
chr1	15650000	15699999	314	0	0	0	0
chr1	15700000	15749999	315	0	0	0	0
chr1	15750000	15799999	316	0	0	0	0
chr1	15800000	15849999	317	0	0	0	0
chr1	15850000	15899999	318	0	0	0	0
chr1	15900000	15949999	319	0	0	0	0
chr1	15950000	15999999	320	0	0	0	0
chr1	16000000	16049999	321	0	0	0	0
chr1	16050000	16099999	322	0	0	0	0
chr1	16100000	16149999	323	0	0	0	0
chr1	16150000	16199999	324	0	0	0	0
chr1	16200000	16249999	325	0	0	0	0
chr1	16250000	16299999	326	0	0	0	0
chr1	16300000	16349999	327	0	0	0	0
chr1	16350000	16399999	328	0	0	0	0
chr1	16400000	16449999	329	0	0	0	0
chr1	16450000	16499999	330	0	0	0	0
chr1	16500000	16549999	331	0	0	0	0
chr1	16550000	16599999	332	0	0	0	0
chr1	16600000	16649999	333	0	0	0	0
chr1	16650000	16699999	334	0	0	0	0
chr1	16700000	16749999	335	0	0	0	0
chr1	16750000	16799999	336	0	0	0	0
chr1	16800000	16849999	337	0	0	0	0
chr1	16850000	16899999	338	0	0	0	0
chr1	16900000	16949999	339	0	0	0	0
chr1	16950000	16999999	340	0	0	0	0
chr1	17000000	17049999	341	0	0	0	0
chr1	17050000	17099999	342	1	0	1	0
chr1	17100000	17149999	343	0	0	0	0
chr1	17150000	17199999	344	0	0	0	0
chr1	17200000	17249999	345	0	0	0	0
chr1	17250000	17299999	346	0	0	0	0
chr1	17300000	17349999	347	0	0	0	0
chr1	17350000	17399999	348	0	0	0	0
chr1	17400000	17449999	349	0	0	0	0
chr1	17450000	17499999	350	0	0	0	0
chr1	17500000	17549999	351	0	0	0	0
chr1	17550000	17599999	352	0	0	0	0
chr1	17600000	17649999	353	0	0	0	0
chr1	17650000	17699999	354	0	0	0	0
chr1	17700000	17749999	355	0	0	0	0
chr1	17750000	17799999	356	0	0	0	0
chr1	17800000	17849999	357	0	0	0	0
chr1	17850000	17899999	358	0	0	0	0
chr1	17900000	17949999	359	0	0	0	0
chr1	17950000	17999999	360	0	0	0	0
chr1	18000000	18049999	361	0	0	0	0
chr1	18050000	18099999	362	0	0	0	0
chr1	18100000	18149999	363	0	0	0	0
chr1	18150000	18199999	364	0	0	0	0
chr1	18200000	18249999	365	0	0	0	0
chr1	18250000	18299999	366	0	0	0	0
chr1	18300000	18349999	367	0	0	0	0
chr1	18350000	18399999	368	0	0	0	0
chr1	18400000	18449999	369	0	0	0	0
chr1	18450000	18499999	370	0	0	0	0
chr1	18500000	18549999	371	0	0	0	0
chr1	18550000	18599999	372	0	0	0	0
chr1	18600000	18649999	373	0	0	0	0
chr1	18650000	18699999	374	0	0	0	0
chr1	18700000	18749999	375	0	0	0	0
chr1	18750000	18799999	376	0	0	0	0
chr1	18800000	18849999	377	0	0	0	0
chr1	18850000	18899999	378	0	0	0	0
chr1	18900000	18949999	379	0	0	0	0
chr1	18950000	18999999	380	0	0	0	0
chr1	19000000	19049999	381	0	0	0	0
chr1	19050000	19099999	382	0	0	0	0
chr1	19100000	19149999	383	0	0	0	0
chr1	19150000	19199999	384	0	0	0	0
chr1	19200000	19249999	385	0	0	0	0
chr1	19250000	19299999	386	0	0	0	0
chr1	19300000	19349999	387	0	0	0	0
chr1	19350000	19399999	388	0	0	0	0
chr1	19400000	19449999	389	0	0	0	0
chr1	19450000	19499999	390	0	0	0	0
chr1	19500000	19549999	391	1	1	0	0
chr1	19550000	19599999	392	0	0	0	0
chr1	19600000	19649999	393	0	0	0	0
chr1	19650000	19699999	394	0	0	0	0
chr1	19700000	19749999	395	0	0	0	0
chr1	19750000	19799999	396	0	0	0	0
chr1	19800000	19849999	397	0	0	0	0
chr1	19850000	19899999	398	0	0	0	0
chr1	19900000	19949999	399	0	0	0	0
chr1	19950000	19999999	400	0	0	0	0
chr1	20000000	20049999	401	0	0	0	0
chr1	20050000	20099999	402	0	0	0	0
chr1	20100000	20149999	403	0	0	0	0
chr1	20150000	20199999	404	0	0	0	0
chr1	20200000	20249999	405	0	0	0	0
chr1	20250000	20299999	406	0	0	0	0
chr1	20300000	20349999	407	0	0	0	0
chr1	20350000	20399999	408	0	0	0	0
chr1	20400000	20449999	409	0	0	0	0
chr1	20450000	20499999	410	0	0	0	0
chr1	20500000	20549999	411	0	0	0	0
chr1	20550000	20599999	412	0	0	0	0
chr1	20600000	20649999	413	0	0	0	0
chr1	20650000	20699999	414	0	0	0	0
chr1	20700000	20749999	415	0	0	0	0
chr1	20750000	20799999	416	0	0	0	0
chr1	20800000	20849999	417	0	0	0	0
chr1	20850000	20899999	418	0	0	0	0
chr1	20900000	20949999	419	0	0	0	0
chr1	20950000	20999999	420	0	0	0	0
chr1	21000000	21049999	421	0	0	0	0
chr1	21050000	21099999	422	0	0	0	0
chr1	21100000	21149999	423	0	0	0	0
chr1	21150000	21199999	424	0	0	0	0
chr1	21200000	21249999	425	0	0	0	0
chr1	21250000	21299999	426	0	0	0	0
chr1	21300000	21349999	427	0	0	0	0
chr1	21350000	21399999	428	0	0	0	0
chr1	21400000	21449999	429	0	0	0	0
chr1	21450000	21499999	430	0	0	0	0
chr1	21500000	21549999	431	0	0	0	0
chr1	21550000	21599999	432	0	0	0	0
chr1	21600000	21649999	433	0	0	0	0
chr1	21650000	21699999	434	0	0	0	0
chr1	21700000	21749999	435	0	0	0	0
chr1	21750000	21799999	436	0	0	0	0
chr1	21800000	21849999	437	0	0	0	0
chr1	21850000	21899999	438	0	0	0	0
chr1	21900000	21949999	439	0	0	0	0
chr1	21950000	21999999	440	0	0	0	0
chr1	22000000	22049999	441	0	0	0	0
chr1	22050000	22099999	442	0	0	0	0
chr1	22100000	22149999	443	0	0	0	0
chr1	22150000	22199999	444	0	0	0	0
chr1	22200000	22249999	445	0	0	0	0
chr1	22250000	22299999	446	0	0	0	0
chr1	22300000	22349999	447	0	0	0	0
chr1	22350000	22399999	448	0	0	0	0
chr1	22400000	22449999	449	0	0	0	0
chr1	22450000	22499999	450	0	0	0	0
chr1	22500000	22549999	451	0	0	0	0
chr1	22550000	22599999	452	0	0	0	0
chr1	22600000	22649999	453	0	0	0	0
chr1	22650000	22699999	454	0	0	0	0
chr1	22700000	22749999	455	0	0	0	0
chr1	22750000	22799999	456	0	0	0	0
chr1	22800000	22849999	457	0	0	0	0
chr1	22850000	22899999	458	0	0	0	0
chr1	22900000	22949999	459	0	0	0	0
chr1	22950000	22999999	460	0	0	0	0
chr1	23000000	23049999	461	0	0	0	0
chr1	23050000	23099999	462	0	0	0	0
chr1	23100000	23149999	463	0	0	0	0
chr1	23150000	23199999	464	0	0	0	0
chr1	23200000	23249999	465	1	0	1	0
chr1	23250000	23299999	466	0	0	0	0
chr1	23300000	23349999	467	0	0	0	0
chr1	23350000	23399999	468	0	0	0	0
chr1	23400000	23449999	469	0	0	0	0
chr1	23450000	23499999	470	0	0	0	0
chr1	23500000	23549999	471	0	0	0	0
chr1	23550000	23599999	472	0	0	0	0
chr1	23600000	23649999	473	0	0	0	0
chr1	23650000	23699999	474	0	0	0	0
chr1	23700000	23749999	475	0	0	0	0
chr1	23750000	23799999	476	0	0	0	0
chr1	23800000	23849999	477	0	0	0	0
chr1	23850000	23899999	478	0	0	0	0
chr1	23900000	23949999	479	0	0	0	0
chr1	23950000	23999999	480	0	0	0	0
chr1	24000000	24049999	481	0	0	0	0
chr1	24050000	24099999	482	0	0	0	0
chr1	24100000	24149999	483	0	0	0	0
chr1	24150000	24199999	484	0	0	0	0
chr1	24200000	24249999	485	0	0	0	0
chr1	24250000	24299999	486	0	0	0	0
chr1	24300000	24349999	487	0	0	0	0
chr1	24350000	24399999	488	0	0	0	0
chr1	24400000	24449999	489	0	0	0	0
chr1	24450000	24499999	490	1	0	1	0
chr1	24500000	24549999	491	0	0	0	0
chr1	24550000	24599999	492	0	0	0	0
chr1	24600000	24649999	493	0	0	0	0
chr1	24650000	24699999	494	0	0	0	0
chr1	24700000	24749999	495	0	0	0	0
chr1	24750000	24799999	496	0	0	0	0
chr1	24800000	24849999	497	0	0	0	0
chr1	24850000	24899999	498	0	0	0	0
chr1	24900000	24949999	499	0	0	0	0
chr1	24950000	24999999	500	0	0	0	0
chr1	25000000	25049999	501	0	0	0	0
chr1	25050000	25099999	502	0	0	0	0
chr1	25100000	25149999	503	0	0	0	0
chr1	25150000	25199999	504	0	0	0	0
chr1	25200000	25249999	505	1	0	1	0
chr1	25250000	25299999	506	0	0	0	0
chr1	25300000	25349999	507	0	0	0	0
chr1	25350000	25399999	508	0	0	0	0
chr1	25400000	25449999	509	0	0	0	0
chr1	25450000	25499999	510	0	0	0	0
chr1	25500000	25549999	511	0	0	0	0
chr1	25550000	25599999	512	1	0	1	0
chr1	25600000	25649999	513	0	0	0	0
chr1	25650000	25699999	514	0	0	0	0
chr1	25700000	25749999	515	0	0	0	0
chr1	25750000	25799999	516	0	0	0	0
chr1	25800000	25849999	517	0	0	0	0
chr1	25850000	25899999	518	0	0	0	0
chr1	25900000	25949999	519	0	0	0	0
chr1	25950000	25999999	520	0	0	0	0
chr1	26000000	26049999	521	0	0	0	0
chr1	26050000	26099999	522	0	0	0	0
chr1	26100000	26149999	523	0	0	0	0
chr1	26150000	26199999	524	0	0	0	0
chr1	26200000	26249999	525	0	0	0	0
chr1	26250000	26299999	526	0	0	0	0
chr1	26300000	26349999	527	0	0	0	0
chr1	26350000	26399999	528	0	0	0	0
chr1	26400000	26449999	529	0	0	0	0
chr1	26450000	26499999	530	2	1	1	0
chr1	26500000	26549999	531	0	0	0	0
chr1	26550000	26599999	532	1	0	1	0
chr1	26600000	26649999	533	0	0	0	0
chr1	26650000	26699999	534	1	0	1	0
chr1	26700000	26749999	535	0	0	0	0
chr1	26750000	26799999	536	2	0	2	0
chr1	26800000	26849999	537	0	0	0	0
chr1	26850000	26899999	538	0	0	0	0
chr1	26900000	26949999	539	0	0	0	0
chr1	26950000	26999999	540	0	0	0	0
chr1	27000000	27049999	541	0	0	0	0
chr1	27050000	27099999	542	0	0	0	0
chr1	27100000	27149999	543	0	0	0	0
chr1	27150000	27199999	544	0	0	0	0
chr1	27200000	27249999	545	0	0	0	0
chr1	27250000	27299999	546	0	0	0	0
chr1	27300000	27349999	547	0	0	0	0
chr1	27350000	27399999	548	0	0	0	0
chr1	27400000	27449999	549	0	0	0	0
chr1	27450000	27499999	550	0	0	0	0
chr1	27500000	27549999	551	0	0	0	0
chr1	27550000	27599999	552	0	0	0	0
chr1	27600000	27649999	553	0	0	0	0
chr1	27650000	27699999	554	0	0	0	0
chr1	27700000	27749999	555	0	0	0	0
chr1	27750000	27799999	556	0	0	0	0
chr1	27800000	27849999	557	0	0	0	0
chr1	27850000	27899999	558	0	0	0	0
chr1	27900000	27949999	559	0	0	0	0
chr1	27950000	27999999	560	0	0	0	0
chr1	28000000	28049999	561	0	0	0	0
chr1	28050000	28099999	562	0	0	0	0
chr1	28100000	28149999	563	0	0	0	0
chr1	28150000	28199999	564	0	0	0	0
chr1	28200000	28249999	565	0	0	0	0
chr1	28250000	28299999	566	0	0	0	0
chr1	28300000	28349999	567	0	0	0	0
chr1	28350000	28399999	568	0	0	0	0
chr1	28400000	28449999	569	0	0	0	0
chr1	28450000	28499999	570	0	0	0	0
chr1	28500000	28549999	571	0	0	0	0
chr1	28550000	28599999	572	0	0	0	0
chr1	28600000	28649999	573	0	0	0	0
chr1	28650000	28699999	574	0	0	0	0
chr1	28700000	28749999	575	0	0	0	0
chr1	28750000	28799999	576	0	0	0	0
chr1	28800000	28849999	577	0	0	0	0
chr1	28850000	28899999	578	0	0	0	0
chr1	28900000	28949999	579	0	0	0	0
chr1	28950000	28999999	580	0	0	0	0
chr1	29000000	29049999	581	0	0	0	0
chr1	29050000	29099999	582	1	0	1	0
chr1	29100000	29149999	583	0	0	0	0
chr1	29150000	29199999	584	0	0	0	0
chr1	29200000	29249999	585	0	0	0	0
chr1	29250000	29299999	586	0	0	0	0
chr1	29300000	29349999	587	1	1	0	0
chr1	29350000	29399999	588	0	0	0	0
chr1	29400000	29449999	589	0	0	0	0
chr1	29450000	29499999	590	0	0	0	0
chr1	29500000	29549999	591	0	0	0	0
chr1	29550000	29599999	592	0	0	0	0
chr1	29600000	29649999	593	0	0	0	0
chr1	29650000	29699999	594	0	0	0	0
chr1	29700000	29749999	595	0	0	0	0
chr1	29750000	29799999	596	0	0	0	0
chr1	29800000	29849999	597	0	0	0	0
chr1	29850000	29899999	598	0	0	0	0
chr1	29900000	29949999	599	0	0	0	0
chr1	29950000	29999999	600	0	0	0	0
chr1	30000000	30049999	601	0	0	0	0
chr1	30050000	30099999	602	0	0	0	0
chr1	30100000	30149999	603	0	0	0	0
chr1	30150000	30199999	604	0	0	0	0
chr1	30200000	30249999	605	0	0	0	0
chr1	30250000	30299999	606	0	0	0	0
chr1	30300000	30349999	607	0	0	0	0
chr1	30350000	30399999	608	0	0	0	0
chr1	30400000	30449999	609	0	0	0	0
chr1	30450000	30499999	610	0	0	0	0
chr1	30500000	30549999	611	0	0	0	0
chr1	30550000	30599999	612	0	0	0	0
chr1	30600000	30649999	613	0	0	0	0
chr1	30650000	30699999	614	0	0	0	0
chr1	30700000	30749999	615	0	0	0	0
chr1	30750000	30799999	616	0	0	0	0
chr1	30800000	30849999	617	0	0	0	0
chr1	30850000	30899999	618	0	0	0	0
chr1	30900000	30949999	619	0	0	0	0
chr1	30950000	30999999	620	0	0	0	0
chr1	31000000	31049999	621	0	0	0	0
chr1	31050000	31099999	622	0	0	0	0
chr1	31100000	31149999	623	0	0	0	0
chr1	31150000	31199999	624	0	0	0	0
chr1	31200000	31249999	625	0	0	0	0
chr1	31250000	31299999	626	0	0	0	0
chr1	31300000	31349999	627	0	0	0	0
chr1	31350000	31399999	628	0	0	0	0
chr1	31400000	31449999	629	0	0	0	0
chr1	31450000	31499999	630	0	0	0	0
chr1	31500000	31549999	631	0	0	0	0
chr1	31550000	31599999	632	0	0	0	0
chr1	31600000	31649999	633	0	0	0	0
chr1	31650000	31699999	634	0	0	0	0
chr1	31700000	31749999	635	0	0	0	0
chr1	31750000	31799999	636	0	0	0	0
